場コード,レース,枠,展示 タイム,チルト,体重,着,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,登録番号,級別,選手名,支部,出身,年齢,体重kg,F数,L数,平均ST
13,7,3,6.82,0.0,52.0kg,1,6.59,46.24,75.27,0.0,0.0,0.0,7,25.45,43.64,49,35.19,48.15,3576,A1,白水,勝也  福岡,福岡,53,52.0,0.0,0,0.17
13,7,4,6.84,0.0,50.5kg,3,4.35,22.22,40.74,5.33,40.0,53.33,32,42.11,52.63,60,32.73,47.27,4007,B1,榮田,将彦  山口,山口,47,50.5,0.0,0,0.14
13,7,5,6.87,0.0,55.3kg,6,1.13,0.0,0.0,0.93,0.0,0.0,59,24.39,39.02,69,22.64,47.17,5418,B2,堀内,亜海  大阪,大阪,20,55.3,1.0,0,0.20
13,7,6,6.79,0.0,46.5kg,4,6.8,47.41,69.83,7.11,63.16,73.68,49,34.04,42.55,44,31.48,46.3,4387,A1,平山,智加  香川,香川,40,46.5,0.0,0,0.15
13,8,1,6.86,0.0,45.0kg,1,5.82,39.22,58.82,5.68,40.54,56.76,6,17.78,42.22,65,31.91,51.06,4927,A2,関野,文  大阪,大阪,32,45.0,0.0,0,0.16
13,8,2,6.85,0.0,52.0kg,5,4.08,17.89,31.58,0.0,0.0,0.0,48,40.74,61.11,66,30.91,43.64,4664,B1,東口,晃  福井,石川,42,52.0,0.0,0,0.20
13,8,3,6.87,0.0,52.0kg,3,4.73,23.81,42.86,4.39,27.78,33.33,21,13.21,41.51,51,24.07,37.04,4894,B1,原村,拓也  香川,香川,35,52.0,0.0,0,0.19
13,8,4,6.84,0.5,59.3kg,6,4.7,20.27,40.54,5.41,33.33,48.15,5,33.33,56.14,20,24.07,38.89,3577,B1,向所,浩二  兵庫,兵庫,53,59.3,0.0,0,0.17
13,8,5,6.76,0.0,52.0kg,4,7.0,45.56,71.11,6.71,61.9,71.43,23,59.65,70.18,38,44.23,67.31,4759,A1,今泉,友吾  東京,東京,36,52.0,0.0,0,0.16
13,8,6,6.75,0.0,52.0kg,2,5.96,40.71,63.72,0.0,0.0,0.0,61,28.89,40.0,57,42.31,59.62,4298,A2,宮下,元胤  愛知,愛知,43,52.0,0.0,0,0.16
13,9,1,6.79,-0.5,52.5kg,1,6.13,41.46,62.2,5.75,47.22,52.78,34,31.48,51.85,73,44.44,53.7,3158,A2,島川,光男  広島,広島,61,52.5,0.0,0,0.15
13,9,2,6.81,0.0,51.0kg,2,7.1,41.9,61.9,6.63,33.33,54.9,3,31.48,55.56,36,45.28,56.6,3415,A1,松井,繁  大阪,大阪,56,51.0,0.0,0,0.14
13,9,3,6.81,-0.5,47.0kg,6,4.95,33.7,44.57,4.88,31.25,43.75,22,16.33,32.65,59,39.29,57.14,4569,B1,中澤,宏奈  東京,東京,38,47.0,0.0,0,0.17
13,9,4,6.88,-0.5,55.0kg,4,5.65,39.24,59.49,4.81,31.25,37.5,28,24.07,38.89,50,24.49,53.06,4016,B1,西川,新太郎  愛知,愛知,46,55.0,0.0,0,0.16
13,9,5,6.79,0.0,47.1kg,3,4.37,27.12,35.59,4.75,25.0,50.0,31,40.0,50.91,33,32.65,48.98,4998,B2,中村,かなえ  東京,東京,32,47.1,0.0,0,0.14
13,9,6,6.81,0.5,52.0kg,5,5.55,35.59,55.08,5.0,32.0,44.0,40,34.55,49.09,45,36.73,51.02,4834,A2,浜本,裕己  大阪,大阪,38,52.0,0.0,0,0.15
13,10,1,6.8,-0.5,55.5kg,1,7.25,54.92,66.39,6.4,40.0,60.0,56,42.86,62.5,41,30.91,43.64,4324,A1,海野,康志郎  山口,山口,38,55.5,0.0,0,0.13
13,10,2,6.86,0.0,47.0kg,2,5.18,31.25,45.54,2.52,8.0,16.0,13,42.31,55.77,22,36.73,57.14,5326,B1,三嶌,さらら  香川,香川,22,47.0,0.0,0,0.19
13,10,3,6.87,0.0,54.9kg,6,4.45,26.15,41.54,0.0,0.0,0.0,58,26.0,32.0,21,45.1,52.94,4060,B1,島田,一生  福岡,福岡,47,54.9,0.0,0,0.16
13,10,4,6.89,0.0,52.1kg,4,6.77,51.61,67.74,6.63,48.92,62.59,11,29.31,48.28,30,28.85,42.31,4055,A2,吉田,俊彦  兵庫,兵庫,48,52.1,0.0,0,0.15
13,10,5,6.87,0.0,53.0kg,5,6.69,45.95,69.37,6.16,42.11,63.16,4,43.64,56.36,61,30.19,35.85,3966,A1,作間,章  東京,千葉,46,53.0,0.0,0,0.17
13,10,6,6.85,0.0,53.1kg,3,5.14,27.06,50.59,5.0,33.33,50.0,63,43.86,61.4,24,30.19,39.62,4835,B1,橋本,明  広島,広島,38,53.1,0.0,0,0.15
13,11,1,6.83,0.0,52.0kg,1,5.99,37.8,63.41,6.04,44.44,62.96,41,18.37,32.65,15,38.78,61.22,4560,A2,庄司,樹良々  東京,東京,35,52.0,0.0,0,0.15
13,11,2,6.88,0.0,52.2kg,3,7.0,52.69,73.12,6.39,41.18,70.59,16,43.1,70.69,14,29.31,41.38,4184,A1,渡邊,雄一郎  大阪,大阪,40,52.2,0.0,0,0.17
13,11,3,6.86,0.0,53.6kg,2,4.76,22.47,48.31,5.21,26.32,52.63,25,44.07,62.71,64,33.93,53.57,4068,B1,幸田,智裕  静岡,静岡,46,53.6,0.0,0,0.17
13,11,4,6.84,-0.5,53.3kg,5,5.12,32.88,50.68,4.92,30.77,46.15,9,46.15,67.31,70,31.25,66.67,4892,B1,柴田,直哉  福岡,福岡,36,53.3,0.0,0,0.19
13,11,5,6.85,0.0,46.5kg,4,6.09,43.82,60.67,4.6,20.0,50.0,17,39.29,48.21,43,39.62,56.6,4372,A2,原田,佑実  大阪,愛知,38,46.5,0.0,0,0.17
13,11,6,6.85,0.0,52.5kg,6,5.02,34.58,43.93,4.5,12.5,25.0,55,49.12,66.67,58,29.09,49.09,4438,B1,森作,雄大  東京,茨城,39,52.5,0.0,0,0.13
13,12,1,6.8,0.0,52.0kg,1,7.0,45.56,71.11,6.71,61.9,71.43,23,59.65,70.18,38,44.23,67.31,4759,A1,今泉,友吾  東京,東京,36,52.0,0.0,0,0.16
13,12,2,6.82,0.0,52.0kg,3,6.31,43.02,63.95,7.1,60.0,80.0,36,33.33,49.12,67,25.0,42.86,4748,A1,渡邉,雄朗  東京,千葉,40,52.0,0.0,0,0.16
13,12,3,6.92,0.0,52.3kg,2,4.2,20.73,36.59,4.0,28.57,28.57,57,34.48,55.17,27,11.11,20.37,5105,B1,富田,恕生  福岡,静岡,27,52.3,0.0,0,0.18
13,12,4,6.91,0.0,52.3kg,6,5.84,39.82,58.41,4.8,20.0,60.0,39,44.64,64.29,63,22.64,37.74,3489,A2,大場,敏  静岡,静岡,59,52.3,0.0,0,0.16
13,12,5,6.97,0.0,52.4kg,4,5.08,35.06,50.65,5.46,35.14,48.65,10,40.35,54.39,11,32.69,55.77,3730,B1,塩崎,優司  愛知,愛知,54,52.4,0.0,0,0.17
13,12,6,6.95,-0.5,58.0kg,5,6.05,39.05,60.95,4.61,22.22,27.78,20,21.15,32.69,55,30.91,60.0,4015,A2,前野,竜一  山口,山口,46,58.0,0.0,0,0.16
16,1,1,6.9,0.0,52.0kg,1,5.65,33.83,59.4,5.27,34.62,50.0,60,44.22,62.59,45,36.23,50.72,4241,A2,大串,重幸  長崎,長崎,41,52.0,0.0,0,0.15
16,1,2,6.87,0.0,52.0kg,5,6.59,48.32,65.77,6.0,47.17,58.49,63,35.14,49.32,68,39.86,60.14,4704,A2,河野,大  徳島,徳島,38,52.0,0.0,0,0.14
16,1,3,6.8,0.0,47.0kg,2,7.01,55.36,66.07,6.68,54.55,72.73,68,31.21,47.13,62,36.03,53.68,4530,A1,小野,生奈  福岡,福岡,37,47.0,0.0,0,0.15
16,1,4,6.84,0.0,55.6kg,6,6.35,52.68,58.93,0.0,0.0,0.0,39,39.86,54.55,19,39.01,54.61,4415,A2,下出,卓矢  福井,石川,39,55.6,0.0,0,0.13
16,1,5,6.89,-0.5,52.4kg,4,5.89,38.3,60.28,4.0,18.18,27.27,42,33.77,51.95,18,31.85,54.81,4420,A2,津久井,拓也  群馬,栃木,38,52.4,0.0,0,0.16
16,1,6,6.96,-0.5,52.0kg,3,6.04,37.38,57.94,5.82,28.57,60.71,66,34.23,51.01,30,35.0,50.71,5096,A2,上原,崚  東京,沖縄,30,52.0,0.0,0,0.13
16,2,1,6.94,0.0,52.5kg,1,6.15,43.75,61.72,7.67,33.33,66.67,27,35.92,50.0,57,33.57,48.25,4148,A2,枝尾,賢  福岡,福岡,44,52.5,0.0,0,0.16
16,2,2,6.94,0.0,52.4kg,6,5.78,36.84,57.14,6.8,45.0,75.0,58,37.32,57.75,15,42.03,56.52,4761,A2,山田,晃大  滋賀,滋賀,36,52.4,0.0,0,0.13
16,2,3,6.88,-0.5,52.0kg,2,6.45,50.5,64.36,5.88,39.02,56.1,65,35.9,53.85,21,29.5,41.73,5038,A2,金田,智博  福井,石川,28,52.0,0.0,0,0.17
16,2,4,6.83,0.0,52.0kg,3,6.91,52.89,71.07,6.91,45.45,72.73,44,41.5,59.86,35,32.39,52.11,4446,A1,和田,兼輔  兵庫,兵庫,39,52.0,0.0,0,0.13
16,2,5,6.88,0.0,52.0kg,5,6.06,39.67,58.68,6.53,50.0,68.75,56,38.19,52.08,52,36.96,59.42,4989,A2,石原,翼  静岡,静岡,29,52.0,0.0,0,0.13
16,2,6,6.79,-0.5,51.5kg,4,6.48,50.78,66.41,5.43,30.43,57.97,21,37.5,53.47,75,35.65,53.91,5064,A2,品川,二千翔  山口,山口,27,51.5,0.0,0,0.16
16,3,1,6.91,0.0,53.9kg,3,6.25,47.83,58.7,7.0,52.63,71.05,24,31.91,46.81,26,36.3,48.15,4610,A2,佐藤,大佑  東京,千葉,35,53.9,1.0,0,0.16
16,3,2,6.88,-0.5,52.0kg,4,5.72,35.63,54.02,0.0,0.0,0.0,53,37.93,55.86,64,38.03,59.15,4809,A2,外崎,悟  埼玉,埼玉,37,52.0,0.0,0,0.17
16,3,3,6.99,-0.5,52.7kg,5,5.39,37.98,49.61,5.87,39.47,55.26,40,27.45,49.67,61,32.35,52.94,4452,A2,松尾,祭  香川,愛媛,38,52.7,0.0,0,0.17
16,3,4,6.9,-0.5,50.5kg,6,5.96,42.11,59.4,5.78,11.11,44.44,33,26.85,36.91,72,29.93,47.45,4052,A2,興津,藍  徳島,兵庫,45,50.5,0.0,0,0.16
16,3,5,6.94,-0.5,52.1kg,1,7.39,51.88,75.19,6.7,50.0,70.0,45,29.14,40.4,69,30.43,47.1,4659,A1,木下,翔太  大阪,大阪,35,52.1,0.0,0,0.14
16,3,6,6.92,-0.5,52.3kg,2,6.69,42.34,63.06,6.97,49.21,73.81,69,32.0,48.0,38,44.03,63.43,5217,A1,藤原,碧生  岡山,岡山,26,52.3,2.0,0,0.16
16,4,1,6.86,-0.5,53.9kg,1,5.77,30.61,53.06,6.93,48.84,70.93,38,35.03,47.77,46,29.85,50.0,4886,A1,入海,馨  岡山,岡山,30,53.9,0.0,0,0.14
16,4,2,6.92,-0.5,51.0kg,2,5.95,40.29,58.27,5.16,31.58,44.74,20,51.33,72.0,39,37.23,52.55,3888,A2,山本,英志  東京,広島,51,51.0,0.0,0,0.15
16,4,3,7.04,-0.5,45.5kg,3,6.36,46.43,60.71,7.65,67.74,87.1,13,32.45,47.68,50,39.26,54.81,4963,A1,實森,美祐  広島,広島,29,45.5,0.0,0,0.15
16,4,4,6.95,0.0,53.4kg,4,6.67,50.82,66.39,6.47,50.0,70.0,54,31.97,52.38,47,32.61,47.1,4409,A2,坂元,浩仁  愛知,愛知,40,53.4,1.0,0,0.14
16,4,5,7.09,0.0,52.0kg,5,6.0,39.13,63.04,5.4,40.0,50.0,28,32.03,48.37,55,31.88,47.83,4109,A1,谷津,幸宏  埼玉,埼玉,46,52.0,0.0,0,0.13
16,4,6,6.89,-0.5,52.0kg,6,6.13,35.66,55.81,6.26,31.58,57.89,14,24.83,44.97,59,31.94,45.83,4227,A2,安達,裕樹  三重,三重,43,52.0,1.0,0,0.15
16,5,1,6.84,0.0,52.5kg,3,6.11,38.85,57.55,8.18,81.82,90.91,26,33.99,50.98,17,32.62,45.39,4850,A1,野中,一平  愛知,岐阜,31,52.5,0.0,0,0.12
16,5,2,6.92,-0.5,52.0kg,4,6.04,37.38,57.94,5.82,28.57,60.71,66,34.23,51.01,30,35.0,50.71,5096,A2,上原,崚  東京,沖縄,30,52.0,0.0,0,0.13
16,5,3,6.98,0.0,52.0kg,6,5.5,33.04,55.65,0.0,0.0,0.0,22,32.69,48.72,44,33.58,50.0,4962,A2,畑,竜生  三重,三重,29,52.0,0.0,0,0.15
16,5,4,6.93,0.0,52.0kg,1,6.59,48.32,65.77,6.0,47.17,58.49,63,35.14,49.32,68,39.86,60.14,4704,A2,河野,大  徳島,徳島,38,52.0,0.0,0,0.14
16,5,5,6.96,0.0,52.0kg,2,7.07,59.22,72.82,7.06,55.32,74.47,37,29.73,50.68,14,30.28,50.0,4643,A1,近江,翔吾  香川,大阪,33,52.0,0.0,0,0.14
16,5,6,6.99,-0.5,51.5kg,5,6.5,45.93,64.44,5.63,40.0,51.43,25,27.27,42.86,56,32.87,50.35,4042,A2,丸岡,正典  大阪,大阪,46,51.5,1.0,0,0.20
16,6,1,6.78,0.0,50.0kg,1,6.37,43.14,60.78,6.85,51.96,75.49,57,38.19,54.17,27,34.97,51.05,3822,A1,平尾,崇典  岡山,岡山,53,50.0,0.0,0,0.16
16,6,2,6.91,-0.5,55.6kg,3,6.35,52.68,58.93,0.0,0.0,0.0,39,39.86,54.55,19,39.01,54.61,4415,A2,下出,卓矢  福井,石川,39,55.6,0.0,0,0.13
16,6,3,6.97,0.0,52.0kg,2,6.66,51.15,63.36,0.0,0.0,0.0,23,32.9,50.97,70,36.15,53.08,4539,A1,金子,賢志  群馬,群馬,35,52.0,0.0,0,0.14
16,6,4,7.01,0.0,52.5kg,4,6.15,43.75,61.72,7.67,33.33,66.67,27,35.92,50.0,57,33.57,48.25,4148,A2,枝尾,賢  福岡,福岡,44,52.5,0.0,0,0.16
16,6,5,6.99,0.0,52.4kg,5,5.78,36.84,57.14,6.8,45.0,75.0,58,37.32,57.75,15,42.03,56.52,4761,A2,山田,晃大  滋賀,滋賀,36,52.4,0.0,0,0.13
16,7,1,6.89,0.0,52.0kg,1,6.91,52.89,71.07,6.91,45.45,72.73,44,41.5,59.86,35,32.39,52.11,4446,A1,和田,兼輔  兵庫,兵庫,39,52.0,0.0,0,0.13
16,7,2,6.81,-0.5,51.5kg,2,6.48,50.78,66.41,5.43,30.43,57.97,21,37.5,53.47,75,35.65,53.91,5064,A2,品川,二千翔  山口,山口,27,51.5,0.0,0,0.16
16,7,3,6.95,0.0,50.5kg,4,5.96,42.11,59.4,5.78,11.11,44.44,33,26.85,36.91,72,29.93,47.45,4052,A2,興津,藍  徳島,兵庫,45,50.5,0.0,0,0.16
16,7,4,6.87,0.0,52.4kg,5,5.89,38.3,60.28,4.0,18.18,27.27,42,33.77,51.95,18,31.85,54.81,4420,A2,津久井,拓也  群馬,栃木,38,52.4,0.0,0,0.16
16,7,5,7.01,-0.5,52.7kg,6,5.39,37.98,49.61,5.87,39.47,55.26,40,27.45,49.67,61,32.35,52.94,4452,A2,松尾,祭  香川,愛媛,38,52.7,0.0,0,0.17
16,7,6,6.97,-0.5,51.5kg,3,6.93,49.17,67.5,6.63,48.6,66.36,18,32.9,47.74,40,31.43,45.71,5058,A1,前原,大道  岡山,岡山,29,51.5,1.0,0,0.14
16,8,1,6.89,-0.5,45.5kg,6,6.36,46.43,60.71,7.65,67.74,87.1,13,32.45,47.68,50,39.26,54.81,4963,A1,實森,美祐  広島,広島,29,45.5,0.0,0,0.15
16,8,2,6.94,0.0,52.0kg,1,6.06,39.67,58.68,6.53,50.0,68.75,56,38.19,52.08,52,36.96,59.42,4989,A2,石原,翼  静岡,静岡,29,52.0,0.0,0,0.13
16,8,3,7.02,0.0,53.4kg,4,6.67,50.82,66.39,6.47,50.0,70.0,54,31.97,52.38,47,32.61,47.1,4409,A2,坂元,浩仁  愛知,愛知,40,53.4,1.0,0,0.14
16,8,4,6.96,0.0,52.0kg,3,5.72,35.63,54.02,0.0,0.0,0.0,53,37.93,55.86,64,38.03,59.15,4809,A2,外崎,悟  埼玉,埼玉,37,52.0,0.0,0,0.17
16,8,5,6.91,0.0,53.9kg,5,6.25,47.83,58.7,7.0,52.63,71.05,24,31.91,46.81,26,36.3,48.15,4610,A2,佐藤,大佑  東京,千葉,35,53.9,1.0,0,0.16
16,8,6,6.89,0.0,47.0kg,2,7.01,55.36,66.07,6.68,54.55,72.73,68,31.21,47.13,62,36.03,53.68,4530,A1,小野,生奈  福岡,福岡,37,47.0,0.0,0,0.15
16,9,1,6.91,-0.5,52.1kg,1,7.39,51.88,75.19,6.7,50.0,70.0,45,29.14,40.4,69,30.43,47.1,4659,A1,木下,翔太  大阪,大阪,35,52.1,0.0,0,0.14
16,9,2,6.86,-0.5,52.0kg,5,6.45,50.5,64.36,5.88,39.02,56.1,65,35.9,53.85,21,29.5,41.73,5038,A2,金田,智博  福井,石川,28,52.0,0.0,0,0.17
16,9,3,6.91,-0.5,51.0kg,3,5.95,40.29,58.27,5.16,31.58,44.74,20,51.33,72.0,39,37.23,52.55,3888,A2,山本,英志  東京,広島,51,51.0,0.0,0,0.15
16,9,4,6.88,0.0,52.5kg,2,6.11,38.85,57.55,8.18,81.82,90.91,26,33.99,50.98,17,32.62,45.39,4850,A1,野中,一平  愛知,岐阜,31,52.5,0.0,0,0.12
16,9,5,6.88,-0.5,52.0kg,6,5.5,33.04,55.65,0.0,0.0,0.0,22,32.69,48.72,44,33.58,50.0,4962,A2,畑,竜生  三重,三重,29,52.0,0.0,0,0.15
16,9,6,7.01,0.0,52.0kg,4,5.65,33.83,59.4,5.27,34.62,50.0,60,44.22,62.59,45,36.23,50.72,4241,A2,大串,重幸  長崎,長崎,41,52.0,0.0,0,0.15
16,10,1,6.97,-0.5,52.0kg,1,6.61,40.17,61.54,6.3,50.0,70.0,16,39.44,53.52,31,35.51,53.62,4908,A1,上田,龍星  大阪,大阪,30,52.0,0.0,0,0.14
16,10,2,6.91,-0.5,52.1kg,5,5.45,28.71,53.47,5.37,15.79,47.37,19,35.81,56.76,22,30.56,48.61,4925,A2,森,悠稀  兵庫,兵庫,33,52.1,0.0,0,0.12
16,10,3,6.92,-0.5,52.0kg,4,6.56,47.06,67.23,6.41,46.85,67.57,12,42.57,56.08,48,30.0,48.57,3874,A1,山本,寛久  岡山,岡山,50,52.0,0.0,0,0.15
16,10,4,6.94,-0.5,52.1kg,2,6.18,38.46,66.15,0.0,0.0,0.0,41,32.21,47.65,33,37.96,52.55,4715,A1,村上,遼  長崎,長崎,34,52.1,0.0,0,0.12
16,10,5,6.92,-0.5,52.0kg,6,7.14,53.79,72.41,6.78,44.44,66.67,67,36.3,53.42,23,36.11,51.39,4856,A1,豊田,健士郎  三重,三重,30,52.0,0.0,0,0.14
16,10,6,6.91,0.0,52.7kg,3,6.09,39.84,62.6,5.92,40.54,62.16,61,33.99,49.02,73,33.58,59.85,4531,A2,武富,智亮  佐賀,佐賀,37,52.7,0.0,0,0.16
16,11,1,6.9,-0.5,53.0kg,1,7.3,50.81,70.97,6.9,50.0,70.0,62,36.84,57.89,49,50.74,65.44,4477,A1,篠崎,仁志  福岡,福岡,38,53.0,0.0,0,0.13
16,11,2,6.92,0.0,52.0kg,4,6.53,48.84,67.44,6.07,43.48,56.52,49,35.76,50.99,74,34.75,53.9,4793,A2,金子,萌  静岡,静岡,36,52.0,0.0,0,0.14
16,11,3,6.82,0.0,52.0kg,3,6.01,35.77,62.77,5.56,40.63,46.88,64,28.85,43.59,54,36.5,51.09,5075,A2,中島,秀治  滋賀,京都,30,52.0,0.0,0,0.17
16,11,4,6.87,0.0,52.5kg,2,6.94,50.44,63.72,7.0,44.44,61.11,50,38.03,57.04,29,36.5,54.01,4939,A1,宮之原,輝紀  東京,東京,28,52.5,0.0,0,0.14
16,11,5,6.92,0.0,52.4kg,5,6.49,41.24,62.89,4.0,14.29,28.57,31,36.11,52.78,58,34.31,54.01,4933,A1,板橋,侑我  静岡,静岡,30,52.4,0.0,0,0.13
16,12,1,6.78,-0.5,51.0kg,1,7.17,49.09,70.91,7.48,66.0,80.0,55,48.95,69.23,42,32.12,51.09,5142,A1,常住,蓮  佐賀,佐賀,25,51.0,0.0,0,0.12
16,12,2,6.69,0.0,52.0kg,4,7.28,51.61,67.74,7.85,69.23,82.05,30,36.49,47.97,32,32.62,49.65,4959,A1,井上,忠政  大阪,大阪,30,52.0,0.0,0,0.15
16,12,3,6.84,-0.5,52.0kg,5,7.61,61.03,77.94,0.0,0.0,0.0,11,28.1,40.52,36,31.16,44.2,4544,A1,松田,大志郎  福岡,福岡,38,52.0,1.0,0,0.16
16,12,4,6.89,-0.5,52.3kg,6,5.97,43.14,51.96,6.66,54.47,62.6,52,28.85,41.67,24,32.17,48.25,4370,A1,山口,達也  岡山,岡山,39,52.3,0.0,0,0.14
16,12,5,6.88,-0.5,53.5kg,2,5.83,33.81,58.99,6.33,43.41,63.57,36,33.56,55.7,43,41.04,53.73,4441,A2,末永,由楽  岡山,岡山,39,53.5,0.0,0,0.14
16,12,6,6.86,0.0,46.0kg,3,6.35,45.3,59.83,7.12,59.8,73.53,59,26.32,46.05,71,45.71,58.57,4482,A1,守屋,美穂  岡山,岡山,37,46.0,1.0,0,0.16
18,1,1,6.97,0.0,53.7kg,1,6.15,43.55,67.74,6.38,47.83,64.35,36,37.93,62.07,42,28.93,44.03,3711,A2,江本,真治  山口,山口,51,53.7,1.0,0,0.15
18,1,2,7.03,-0.5,52.0kg,4,3.44,10.29,25.0,3.33,11.11,33.33,31,37.5,64.58,28,27.04,50.94,3293,B1,宮内,由紀英  東京,東京,60,52.0,0.0,0,0.20
18,1,3,7.03,0.0,52.1kg,5,4.51,26.47,39.71,4.0,23.08,34.62,22,31.91,48.94,23,35.67,63.06,3361,B1,岡部,浩  徳島,徳島,57,52.1,0.0,0,0.19
18,1,4,6.91,0.0,52.0kg,2,5.23,34.48,44.83,5.04,36.0,36.0,12,35.19,53.7,45,35.03,57.32,4315,B1,山崎,昂介  長崎,長崎,42,52.0,0.0,0,0.18
18,1,5,6.96,0.0,55.2kg,6,4.2,30.0,35.0,6.1,60.0,70.0,74,44.0,56.0,14,36.25,54.38,4753,B2,森,照夫  福岡,福岡,37,55.2,0.0,0,0.14
18,1,6,6.94,0.0,51.5kg,3,4.46,25.81,39.78,2.84,10.53,10.53,37,20.83,39.58,65,28.57,47.83,5307,B1,富永,夏哉人  佐賀,佐賀,22,51.5,0.0,0,0.19
18,2,1,6.79,0.0,52.4kg,1,5.0,35.16,46.15,5.5,33.33,66.67,26,40.0,46.0,27,30.43,45.96,3743,A1,林,美憲  徳島,徳島,51,52.4,0.0,0,0.15
18,2,2,6.88,0.0,55.6kg,3,4.45,31.71,40.24,3.0,25.0,25.0,69,38.18,56.36,46,30.86,46.91,4988,B1,牟田,奨太  静岡,長崎,29,55.6,0.0,0,0.15
18,2,3,6.86,0.0,52.0kg,2,6.24,41.77,65.82,0.0,0.0,0.0,68,54.0,66.0,13,40.88,58.49,4549,A2,小林,文彦  福岡,福岡,37,52.0,0.0,0,0.19
18,2,4,6.91,-0.5,52.1kg,5,6.76,52.56,76.92,6.37,49.02,60.78,18,28.57,46.94,39,30.82,47.17,3349,A1,吉田,一郎  長崎,長崎,58,52.1,0.0,0,0.17
18,2,5,6.87,0.0,54.0kg,4,5.63,36.11,59.72,5.5,25.0,50.0,28,22.0,36.0,53,31.88,44.38,4003,B1,表,憲一  福井,石川,48,54.0,0.0,0,0.18
18,2,6,6.9,-0.5,52.0kg,6,5.38,29.69,51.56,5.11,22.22,33.33,16,30.0,58.0,48,30.82,45.28,5228,A2,若林,樹蘭  東京,山梨,23,52.0,0.0,0,0.17
18,3,1,6.92,-0.5,53.5kg,1,6.1,38.98,63.56,6.25,37.5,62.5,66,30.77,44.23,67,39.75,57.76,4515,A2,藤田,浩人  佐賀,佐賀,40,53.5,0.0,0,0.17
18,3,2,6.91,0.0,52.0kg,4,3.34,6.1,20.73,2.13,0.0,6.67,38,29.41,37.25,68,46.84,62.03,2538,B1,高橋,二朗  東京,千葉,77,52.0,0.0,0,0.21
18,3,3,6.98,0.0,52.1kg,2,5.25,33.7,47.83,4.29,14.29,57.14,41,35.71,62.5,24,35.63,49.38,3843,B1,上之,晃弘  長崎,長崎,49,52.1,0.0,0,0.16
18,3,4,6.95,0.0,52.4kg,3,5.57,30.69,59.41,6.67,55.56,66.67,32,24.53,41.51,43,29.56,43.4,4210,A2,松村,康太  福井,福井,43,52.4,0.0,0,0.17
18,3,5,6.96,0.0,50.5kg,5,4.72,24.14,43.68,3.48,12.0,28.0,29,33.33,57.41,66,33.13,50.92,5286,B1,坂井,滉哉  福岡,福岡,27,50.5,0.0,0,0.16
