場コード,レース,枠,展示 タイム,チルト,体重,着,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,登録番号,級別,選手名,支部,出身,年齢,体重kg,F数,L数,平均ST
1,1,1,6.77,0.0,52.0kg,4,3.71,11.24,28.09,4.32,15.83,40.0,51,28.81,38.98,53,25.56,40.6,3827,B1,今泉,徹  群馬,群馬,52,52.0,0.0,0,0.17
1,1,2,6.72,-0.5,56.0kg,2,5.72,36.78,58.62,5.9,40.0,65.0,24,36.3,64.38,68,28.57,44.29,4214,B1,林,祐介  岡山,岡山,41,56.0,0.0,0,0.16
1,1,3,6.72,-0.5,56.2kg,1,4.1,14.08,33.8,4.6,20.0,50.0,47,30.14,44.52,45,41.79,59.7,3748,B1,小黒,竜吾  埼玉,埼玉,50,56.2,1.0,0,0.16
1,1,4,6.82,-0.5,55.2kg,3,4.25,23.19,31.88,4.13,12.5,37.5,25,25.26,37.89,12,31.11,46.67,5268,B1,山本,幸也  福岡,福岡,25,55.2,0.0,0,0.20
1,1,5,6.63,0.0,52.0kg,6,5.86,40.79,55.26,4.27,9.09,45.45,19,25.25,37.37,65,23.91,39.13,3769,A2,佐竹,恒彦  滋賀,滋賀,52,52.0,0.0,0,0.17
1,1,6,6.75,-0.5,53.8kg,5,6.12,45.45,62.34,7.22,55.56,80.56,33,38.17,53.44,60,40.44,51.47,3872,A2,岡田,憲行  大阪,大阪,50,53.8,0.0,0,0.18
1,2,1,6.66,-0.5,57.5kg,1,4.28,17.65,33.82,3.31,7.69,30.77,28,38.58,55.91,17,35.92,56.34,4010,B1,越智,照浩  香川,愛媛,46,57.5,0.0,0,0.17
1,2,2,6.79,0.0,55.4kg,5,4.61,26.83,40.24,4.67,27.78,44.44,13,27.78,46.83,19,39.69,52.67,4332,B1,村上,彰一  福岡,福岡,42,55.4,1.0,0,0.19
1,2,3,6.81,-0.5,52.1kg,2,5.79,44.78,64.18,5.73,36.36,54.55,14,43.81,62.86,57,37.04,49.63,5111,A2,三村,岳人  岡山,岡山,26,52.1,0.0,0,0.15
1,2,4,6.61,-0.5,51.5kg,3,4.94,24.32,47.75,4.78,22.22,44.44,74,39.73,60.96,38,37.41,61.15,3934,B1,鋤柄,貴俊  愛知,愛知,49,51.5,0.0,0,0.17
1,2,5,6.74,-0.5,53.8kg,4,5.07,25.61,46.34,3.28,5.56,22.22,49,38.3,48.94,20,32.61,46.38,4343,B1,村岡,賢  広島,広島,41,53.8,0.0,0,0.17
1,2,6,6.58,-0.5,51.0kg,6,7.24,53.33,76.0,0.0,0.0,0.0,72,31.39,52.55,58,31.85,48.89,4812,A1,西野,雄貴  徳島,徳島,36,51.0,0.0,0,0.14
1,3,1,6.61,-0.5,55.2kg,1,5.11,36.9,48.81,4.65,25.58,41.86,21,32.65,49.66,23,43.8,57.66,3712,B1,淺香,文武  三重,三重,51,55.2,0.0,0,0.17
1,3,2,6.83,0.0,51.5kg,2,4.42,23.6,39.33,3.61,16.67,22.22,39,21.84,34.48,75,30.3,49.24,4093,B1,吉田,宗弘  東京,東京,45,51.5,1.0,0,0.19
1,3,3,6.81,-0.5,52.0kg,3,6.78,55.68,67.05,5.59,50.0,54.55,31,36.84,48.87,73,37.32,54.23,4910,A1,中村,泰平  愛知,愛知,30,52.0,0.0,0,0.15
1,3,4,6.59,0.0,52.0kg,5,5.39,31.82,55.68,3.56,11.11,27.78,63,17.02,32.98,50,31.16,47.83,4179,A2,広次,修  山口,山口,43,52.0,0.0,0,0.15
1,3,5,6.81,-0.5,56.0kg,4,3.65,16.67,25.0,3.85,22.22,33.33,52,26.97,40.45,48,40.44,56.62,3741,B1,松尾,基成  福岡,福岡,52,56.0,0.0,0,0.17
1,3,6,6.65,0.0,52.1kg,6,4.25,23.68,39.47,4.33,11.11,50.0,40,34.48,53.1,22,31.65,54.68,3432,B1,宮迫,暢彦  大阪,大阪,58,52.1,1.0,0,0.18
1,4,1,6.66,0.0,52.0kg,1,4.15,20.79,37.62,3.76,11.76,35.29,36,33.63,46.9,16,25.18,42.45,4406,B1,幸野,史明  福岡,福岡,41,52.0,0.0,0,0.16
1,4,2,6.74,0.0,55.2kg,5,5.68,39.73,58.9,5.67,33.33,44.44,17,32.45,49.01,63,20.0,35.0,3508,A2,久富,政弘  佐賀,佐賀,54,55.2,0.0,0,0.20
1,4,3,6.86,-0.5,54.4kg,6,5.22,31.25,49.11,5.65,26.92,57.69,46,37.59,50.35,35,35.71,53.57,4161,B1,黒柳,浩孝  愛知,愛知,44,54.4,0.0,0,0.16
1,4,4,6.76,0.0,52.7kg,2,6.67,44.92,68.64,6.76,47.06,64.71,70,33.58,47.76,62,30.43,45.65,4776,A1,竹田,和哉  香川,愛媛,32,52.7,0.0,0,0.16
1,4,5,6.62,-0.5,53.7kg,4,5.65,41.07,58.93,5.12,36.59,48.78,61,13.16,31.58,52,42.14,61.43,5010,A2,宇留田,翔平  三重,三重,29,53.7,0.0,0,0.14
1,4,6,6.65,-0.5,51.5kg,3,4.89,22.22,50.0,3.64,9.09,27.27,41,37.21,51.16,36,34.81,51.85,4865,B2,立具,敬司  大阪,和歌山,36,51.5,0.0,0,0.17
1,5,1,6.66,-0.5,53.4kg,3,5.43,32.1,56.79,4.93,27.27,43.18,26,31.11,48.15,43,26.87,42.54,3957,B1,大谷,直弘  愛知,愛知,48,53.4,0.0,0,0.19
1,5,2,6.7,0.0,52.2kg,1,7.48,63.33,75.83,6.82,54.55,63.64,38,40.74,59.26,34,36.62,50.0,5278,A1,田中,駿兵  徳島,徳島,23,52.2,1.0,0,0.14
1,5,3,6.78,-0.5,52.0kg,4,5.53,39.73,58.9,5.41,40.63,62.5,22,27.08,34.38,64,30.28,41.55,3747,A2,國崎,良春  福岡,福岡,51,52.0,0.0,0,0.16
1,5,4,6.7,-0.5,56.1kg,2,5.79,41.46,59.76,5.44,39.53,53.49,68,20.88,41.76,37,36.17,53.19,4009,A2,小林,一樹  山口,山口,47,56.1,0.0,0,0.13
1,5,5,6.82,0.0,52.6kg,6,4.92,27.27,45.45,4.58,26.32,47.37,23,25.0,34.09,18,30.22,43.17,4465,B1,大西,賢  東京,茨城,39,52.6,0.0,0,0.20
1,5,6,6.6,-0.5,51.0kg,5,3.71,7.35,30.88,0.0,0.0,0.0,53,37.3,56.35,42,30.6,48.51,5417,B1,小柳,勝希  佐賀,佐賀,20,51.0,1.0,0,0.20
1,6,1,6.65,-0.5,52.0kg,1,6.39,44.23,58.65,6.06,40.0,64.0,16,21.1,40.37,24,35.29,55.15,4645,A1,上村,純一  群馬,千葉,46,52.0,0.0,0,0.14
1,6,2,6.8,0.0,54.0kg,4,4.57,26.47,45.59,4.33,22.22,33.33,66,14.61,30.34,26,28.57,46.43,4202,B1,浮田,圭浩  岡山,岡山,43,54.0,0.0,0,0.19
1,6,3,6.84,-0.5,52.0kg,2,3.71,11.24,28.09,4.32,15.83,40.0,51,28.81,38.98,53,25.56,40.6,3827,B1,今泉,徹  群馬,群馬,52,52.0,0.0,0,0.17
1,6,4,6.68,-0.5,52.0kg,3,4.25,15.87,39.68,4.89,30.56,41.67,50,30.66,48.91,66,35.29,47.06,4367,B1,山口,修路  福岡,福岡,40,52.0,0.0,0,0.23
1,6,5,6.74,-0.5,55.2kg,6,3.44,12.5,23.75,0.0,0.0,0.0,58,22.92,36.46,70,30.5,47.52,3459,B1,中野,和裕  佐賀,佐賀,59,55.2,0.0,0,0.17
1,6,6,6.69,0.0,51.5kg,5,1.91,1.85,5.56,1.93,0.0,7.14,48,33.1,55.86,33,35.04,56.93,5433,B2,米本,圭佑  東京,東京,21,51.5,0.0,0,0.24
1,7,1,6.81,-0.5,53.3kg,4,6.3,44.92,66.1,6.55,52.63,68.42,54,20.22,37.08,40,34.06,50.72,4067,A2,永井,源  愛知,福岡,46,53.3,0.0,0,0.17
1,7,2,6.88,-0.5,55.2kg,6,4.25,23.19,31.88,4.13,12.5,37.5,25,25.26,37.89,12,31.11,46.67,5268,B1,山本,幸也  福岡,福岡,25,55.2,0.0,0,0.20
1,7,3,6.82,-0.5,51.0kg,1,7.51,63.0,79.0,5.6,40.0,40.0,57,30.16,50.0,61,38.24,59.56,3623,A1,深川,真二  佐賀,佐賀,52,51.0,0.0,0,0.14
1,7,4,6.75,-0.5,52.1kg,2,4.25,23.68,39.47,4.33,11.11,50.0,40,34.48,53.1,22,31.65,54.68,3432,B1,宮迫,暢彦  大阪,大阪,58,52.1,1.0,0,0.18
1,7,5,6.77,-0.5,57.5kg,3,4.28,17.65,33.82,3.31,7.69,30.77,28,38.58,55.91,17,35.92,56.34,4010,B1,越智,照浩  香川,愛媛,46,57.5,0.0,0,0.17
1,7,6,6.71,-0.5,53.5kg,5,5.22,32.76,50.0,5.1,32.17,49.65,64,34.78,54.35,15,45.0,62.14,5090,B1,生方,靖亜  群馬,群馬,25,53.5,0.0,0,0.15
1,8,1,6.78,-0.5,52.1kg,1,5.91,37.72,60.53,6.11,44.44,55.56,44,27.42,44.35,21,31.43,54.29,4607,A2,鶴田,勇雄  福岡,福岡,37,52.1,0.0,0,0.18
1,8,2,6.79,-0.5,52.6kg,6,4.11,15.22,36.96,5.65,32.39,54.93,55,22.86,32.38,51,35.71,57.14,3538,B2,菊池,峰晴  群馬,栃木,58,52.6,0.0,0,0.21
1,8,3,6.84,-0.5,51.5kg,2,4.94,24.32,47.75,4.78,22.22,44.44,74,39.73,60.96,38,37.41,61.15,3934,B1,鋤柄,貴俊  愛知,愛知,49,51.5,0.0,0,0.17
1,8,4,6.73,-0.5,56.2kg,4,4.1,14.08,33.8,4.6,20.0,50.0,47,30.14,44.52,45,41.79,59.7,3748,B1,小黒,竜吾  埼玉,埼玉,50,56.2,1.0,0,0.16
1,8,5,6.85,0.0,52.0kg,3,7.31,56.1,76.42,7.32,56.0,76.0,67,27.19,50.0,27,38.97,55.88,4852,A1,川原,祐明  香川,愛媛,31,52.0,0.0,0,0.15
1,8,6,6.9,0.0,51.5kg,5,4.42,23.6,39.33,3.61,16.67,22.22,39,21.84,34.48,75,30.3,49.24,4093,B1,吉田,宗弘  東京,東京,45,51.5,1.0,0,0.19
1,9,1,6.64,-0.5,52.0kg,6,5.86,40.79,55.26,4.27,9.09,45.45,19,25.25,37.37,65,23.91,39.13,3769,A2,佐竹,恒彦  滋賀,滋賀,52,52.0,0.0,0,0.17
1,9,2,6.68,0.0,53.2kg,3,6.3,42.7,59.55,4.6,20.0,60.0,65,36.62,50.0,46,30.28,47.89,4292,A1,麻生,慎介  広島,広島,41,53.2,0.0,0,0.14
1,9,3,6.82,0.0,52.6kg,5,4.92,27.27,45.45,4.58,26.32,47.37,23,25.0,34.09,18,30.22,43.17,4465,B1,大西,賢  東京,茨城,39,52.6,0.0,0,0.20
1,9,4,6.73,0.0,52.0kg,1,4.15,20.79,37.62,3.76,11.76,35.29,36,33.63,46.9,16,25.18,42.45,4406,B1,幸野,史明  福岡,福岡,41,52.0,0.0,0,0.16
1,9,5,6.74,-0.5,52.1kg,4,5.79,44.78,64.18,5.73,36.36,54.55,14,43.81,62.86,57,37.04,49.63,5111,A2,三村,岳人  岡山,岡山,26,52.1,0.0,0,0.15
1,9,6,6.65,0.0,52.0kg,2,6.78,55.68,67.05,5.59,50.0,54.55,31,36.84,48.87,73,37.32,54.23,4910,A1,中村,泰平  愛知,愛知,30,52.0,0.0,0,0.15
1,10,1,6.79,-0.5,53.6kg,1,6.77,50.89,75.0,6.15,45.83,66.67,34,37.18,57.69,25,28.89,42.22,3412,A1,鈴木,博  埼玉,埼玉,56,53.6,0.0,0,0.16
1,10,2,6.82,0.0,52.0kg,2,5.39,31.82,55.68,3.56,11.11,27.78,63,17.02,32.98,50,31.16,47.83,4179,A2,広次,修  山口,山口,43,52.0,0.0,0,0.15
1,10,3,6.95,-0.5,53.8kg,5,6.12,45.45,62.34,7.22,55.56,80.56,33,38.17,53.44,60,40.44,51.47,3872,A2,岡田,憲行  大阪,大阪,50,53.8,0.0,0,0.18
1,10,4,7.01,-0.5,52.8kg,6,6.77,47.79,70.8,3.88,12.5,25.0,29,27.59,48.28,54,38.3,55.32,5255,A1,藤原,仙二  滋賀,滋賀,22,52.8,1.0,0,0.18
1,10,5,6.92,0.0,55.4kg,4,4.61,26.83,40.24,4.67,27.78,44.44,13,27.78,46.83,19,39.69,52.67,4332,B1,村上,彰一  福岡,福岡,42,55.4,1.0,0,0.19
1,10,6,6.82,-0.5,54.4kg,3,5.22,31.25,49.11,5.65,26.92,57.69,46,37.59,50.35,35,35.71,53.57,4161,B1,黒柳,浩孝  愛知,愛知,44,54.4,0.0,0,0.16
1,11,1,6.87,0.0,52.7kg,1,6.67,44.92,68.64,6.76,47.06,64.71,70,33.58,47.76,62,30.43,45.65,4776,A1,竹田,和哉  香川,愛媛,32,52.7,0.0,0,0.16
1,11,2,6.85,-0.5,51.0kg,2,7.24,53.33,76.0,0.0,0.0,0.0,72,31.39,52.55,58,31.85,48.89,4812,A1,西野,雄貴  徳島,徳島,36,51.0,0.0,0,0.14
1,11,3,6.78,-0.5,53.3kg,4,6.3,44.92,66.1,6.55,52.63,68.42,54,20.22,37.08,40,34.06,50.72,4067,A2,永井,源  愛知,福岡,46,53.3,0.0,0,0.17
1,11,4,6.85,-0.5,52.0kg,6,5.53,39.73,58.9,5.41,40.63,62.5,22,27.08,34.38,64,30.28,41.55,3747,A2,國崎,良春  福岡,福岡,51,52.0,0.0,0,0.16
1,11,5,6.75,-0.5,55.2kg,5,5.11,36.9,48.81,4.65,25.58,41.86,21,32.65,49.66,23,43.8,57.66,3712,B1,淺香,文武  三重,三重,51,55.2,0.0,0,0.17
1,11,6,6.95,-0.5,56.0kg,3,5.72,36.78,58.62,5.9,40.0,65.0,24,36.3,64.38,68,28.57,44.29,4214,B1,林,祐介  岡山,岡山,41,56.0,0.0,0,0.16
1,12,1,6.78,-0.5,51.0kg,1,7.51,63.0,79.0,5.6,40.0,40.0,57,30.16,50.0,61,38.24,59.56,3623,A1,深川,真二  佐賀,佐賀,52,51.0,0.0,0,0.14
1,12,2,6.74,0.0,52.0kg,3,7.31,56.1,76.42,7.32,56.0,76.0,67,27.19,50.0,27,38.97,55.88,4852,A1,川原,祐明  香川,愛媛,31,52.0,0.0,0,0.15
1,12,3,6.88,-0.5,52.0kg,2,6.39,44.23,58.65,6.06,40.0,64.0,16,21.1,40.37,24,35.29,55.15,4645,A1,上村,純一  群馬,千葉,46,52.0,0.0,0,0.14
1,12,4,6.82,0.0,51.5kg,6,6.45,47.87,60.64,7.14,53.49,72.09,37,33.09,52.21,41,34.04,52.48,4903,A1,吉田,凌太朗  愛知,愛知,32,51.5,0.0,0,0.15
1,12,5,6.72,0.0,52.4kg,5,6.33,43.3,58.76,6.4,40.0,53.33,75,28.81,43.22,14,38.85,50.36,4928,A1,栗城,匠  東京,東京,31,52.4,0.0,0,0.14
1,12,6,6.8,0.0,52.2kg,4,7.48,63.33,75.83,6.82,54.55,63.64,38,40.74,59.26,34,36.62,50.0,5278,A1,田中,駿兵  徳島,徳島,23,52.2,1.0,0,0.14
4,1,1,6.84,-0.5,52.0kg,5,3.27,11.11,22.22,4.08,8.33,33.33,34,23.08,76.92,34,71.43,85.71,3591,B1,後藤,孝義  静岡,静岡,57,52.0,0.0,0,0.21
4,1,2,6.92,0.0,59.8kg,3,3.8,17.07,32.93,4.63,25.0,37.5,11,69.23,84.62,49,28.57,42.86,3928,B1,林,恵祐  福岡,福岡,50,59.8,0.0,0,0.18
4,1,3,6.89,0.0,53.7kg,1,5.02,33.85,50.77,5.93,46.67,66.67,75,0.0,0.0,31,0.0,14.29,3904,B1,森,貴洋  大阪,大阪,49,53.7,0.0,0,0.18
4,1,4,6.78,0.0,51.5kg,6,2.84,3.75,20.0,2.4,0.0,26.67,28,28.57,57.14,75,71.43,85.71,5394,B1,福西,広太郎  埼玉,静岡,24,51.5,0.0,0,0.18
4,1,5,6.78,-0.5,52.5kg,4,4.48,22.73,39.39,5.33,33.33,44.44,56,28.57,57.14,52,42.86,42.86,5008,B1,羽野,諒  福岡,福岡,29,52.5,0.0,0,0.15
4,1,6,6.72,-0.5,52.0kg,2,6.3,45.22,66.09,5.65,35.29,47.06,18,42.86,71.43,62,62.5,87.5,4172,A2,森定,晃史  岡山,岡山,43,52.0,0.0,0,0.17
4,2,1,6.86,0.0,51.0kg,2,6.22,47.73,61.36,6.17,35.71,50.0,40,16.67,16.67,65,0.0,28.57,4739,A1,中村,晃朋  香川,香川,34,51.0,0.0,0,0.15
4,2,2,6.85,0.0,53.0kg,1,4.88,25.74,44.55,3.83,20.0,31.43,12,44.44,77.78,60,50.0,50.0,5223,B1,森清,友翔  福岡,福岡,25,53.0,0.0,0,0.16
4,2,3,6.89,0.0,52.7kg,3,5.23,31.87,49.45,5.07,26.67,46.67,15,28.57,42.86,11,7.69,15.38,3406,B1,中里,英夫  群馬,栃木,57,52.7,0.0,0,0.19
4,2,4,6.88,0.0,53.2kg,6,4.7,28.3,41.51,4.11,22.22,33.33,38,28.57,42.86,50,14.29,28.57,5120,B1,山本,稔太朗  愛知,愛知,25,53.2,0.0,0,0.16
4,2,5,6.64,-0.5,52.1kg,4,4.26,22.22,35.8,4.97,33.33,44.44,31,42.86,57.14,36,0.0,20.0,4491,B1,田中,堅  群馬,群馬,39,52.1,0.0,0,0.20
4,2,6,6.86,0.0,52.4kg,5,4.51,23.19,44.93,5.58,37.5,50.0,14,14.29,28.57,58,28.57,42.86,5071,B1,野見山,拓己  福岡,福岡,31,52.4,1.0,0,0.13
4,3,1,6.84,0.0,52.3kg,4,4.41,24.05,36.71,5.2,40.0,50.0,26,64.29,85.71,40,42.86,85.71,3233,B1,小畑,実成  岡山,岡山,59,52.3,1.0,0,0.16
4,3,2,6.81,0.0,49.5kg,3,4.01,18.75,35.0,4.62,15.38,46.15,32,42.86,42.86,12,21.43,50.0,4697,B1,國弘,翔平  福岡,福岡,39,49.5,0.0,0,0.17
4,3,3,6.88,0.0,53.1kg,5,5.84,40.86,60.22,6.31,50.0,61.11,47,33.33,50.0,46,16.67,16.67,4043,A2,桐本,康臣  三重,三重,46,53.1,0.0,0,0.17
4,3,4,6.9,0.0,52.0kg,1,5.77,39.29,60.71,3.45,18.18,22.73,48,42.86,57.14,10,30.77,30.77,5368,B1,宮崎,心之介  埼玉,埼玉,24,52.0,0.0,0,0.17
4,3,5,6.89,0.0,53.6kg,6,5.66,34.33,56.72,5.0,25.0,50.0,50,28.57,42.86,67,85.71,100.0,4509,A2,平見,真彦  愛知,愛知,37,53.6,0.0,0,0.18
4,3,6,6.79,0.0,52.0kg,2,6.84,49.51,73.79,7.32,53.57,67.86,73,42.86,42.86,39,16.67,33.33,3983,A1,須藤,博倫  埼玉,埼玉,48,52.0,0.0,0,0.15
4,4,1,6.86,0.0,52.5kg,5,3.94,18.18,28.79,4.0,23.81,38.1,57,0.0,0.0,48,16.67,33.33,4041,B1,小林,基樹  山口,山口,47,52.5,0.0,0,0.21
4,4,2,6.91,0.0,52.0kg,2,7.03,54.37,72.82,5.39,41.94,58.06,58,28.57,28.57,37,42.86,57.14,4967,A1,中村,魁生  大阪,大阪,27,52.0,0.0,0,0.15
4,4,3,6.8,0.0,52.0kg,4,4.46,27.14,35.71,3.94,11.76,35.29,68,85.71,100.0,61,57.14,71.43,5258,B1,仲本,舜  福岡,沖縄,20,52.0,0.0,0,0.15
4,4,4,7.04,0.0,55.6kg,1,5.44,35.79,51.58,5.14,36.36,50.0,66,0.0,14.29,54,0.0,14.29,4572,B1,渡部,悟  大阪,大阪,37,55.6,0.0,0,0.16
4,4,5,6.95,-0.5,52.9kg,6,5.76,34.51,59.29,5.9,50.0,60.0,25,42.86,71.43,55,28.57,42.86,4142,A2,平野,和明  愛知,愛知,45,52.9,0.0,0,0.18
4,4,6,6.91,0.0,52.0kg,3,4.95,35.09,45.61,6.11,36.84,57.89,21,42.86,57.14,72,0.0,0.0,4356,A2,長岡,良也  兵庫,兵庫,42,52.0,0.0,0,0.18
4,5,1,6.9,0.0,53.0kg,3,4.37,23.29,36.99,4.52,25.0,38.46,63,57.14,57.14,59,42.86,42.86,4615,B1,板倉,敦史  東京,千葉,46,53.0,0.0,0,0.19
4,5,2,6.9,0.0,52.0kg,1,5.82,46.84,60.76,6.09,45.45,63.64,29,42.86,42.86,43,14.29,71.43,5037,B1,田頭,虎親  香川,兵庫,28,52.0,0.0,0,0.18
4,5,3,6.88,0.0,55.1kg,5,4.68,20.24,51.19,5.24,32.0,48.0,13,38.46,69.23,41,16.67,33.33,3882,B1,新田,智彰  大阪,大阪,53,55.1,0.0,0,0.17
4,5,4,6.75,0.0,52.2kg,2,6.71,47.83,61.74,6.54,45.95,70.27,41,28.57,42.86,45,20.0,20.0,4985,A1,井本,昌也  山口,山口,29,52.2,0.0,0,0.15
4,5,5,6.92,-0.5,54.2kg,6,1.88,0.0,3.57,1.48,0.0,0.0,45,42.86,42.86,63,42.86,42.86,5411,B2,木下,虎之輔  東京,神奈川,20,54.2,0.0,0,0.19
4,5,6,6.99,0.0,52.6kg,4,7.59,49.5,66.34,8.65,65.22,82.61,17,16.67,33.33,44,42.86,71.43,4418,A1,茅原,悠紀  岡山,岡山,38,52.6,0.0,0,0.13
4,6,1,6.89,0.0,56.7kg,2,3.74,18.18,30.3,4.53,26.32,36.84,71,28.57,42.86,33,28.57,42.86,3949,B1,今出,晋二  岡山,岡山,50,56.7,1.0,0,0.18
4,6,2,6.87,0.0,52.0kg,3,7.07,47.83,69.57,7.78,62.38,78.22,55,0.0,0.0,35,28.57,42.86,4847,A1,佐藤,隆太郎  東京,東京,32,52.0,0.0,0,0.16
4,6,3,6.84,0.0,53.7kg,1,5.08,30.77,50.77,4.63,25.0,43.75,30,38.46,53.85,69,28.57,42.86,3935,B1,岩津,徹郎  岡山,岡山,48,53.7,0.0,0,0.17
4,6,4,6.84,0.0,52.0kg,4,5.79,44.05,57.14,7.0,70.0,70.0,43,57.14,85.71,68,33.33,83.33,5060,A2,数原,魁  兵庫,兵庫,29,52.0,0.0,0,0.17
4,6,5,6.9,0.0,56.7kg,6,1.47,0.0,2.04,0.0,0.0,0.0,54,28.57,42.86,66,14.29,14.29,5425,B2,西山,育  三重,三重,24,56.7,0.0,0,0.27
4,6,6,6.84,0.0,53.7kg,5,5.02,33.85,50.77,5.93,46.67,66.67,75,0.0,0.0,31,0.0,14.29,3904,B1,森,貴洋  大阪,大阪,49,53.7,0.0,0,0.18
4,7,1,7.01,0.0,52.4kg,2,6.97,55.17,75.0,5.93,40.0,60.0,19,42.86,71.43,32,42.86,71.43,5234,A1,塚越,海斗  群馬,群馬,27,52.4,0.0,0,0.15
4,7,2,6.88,0.0,52.3kg,4,4.48,22.73,39.39,5.33,33.33,44.44,56,28.57,57.14,52,42.86,42.86,5008,B1,羽野,諒  福岡,福岡,29,52.3,0.0,0,0.15
4,7,3,6.87,0.0,50.5kg,1,6.22,47.73,61.36,6.17,35.71,50.0,40,16.67,16.67,65,0.0,28.57,4739,A1,中村,晃朋  香川,香川,34,50.5,0.0,0,0.15
4,7,4,6.89,0.0,55.5kg,3,6.17,48.08,63.46,6.8,56.1,70.73,67,14.29,28.57,74,28.57,42.86,4155,A2,長野,壮志郎  福岡,福岡,45,55.5,0.0,0,0.16
4,7,5,6.93,0.0,50.0kg,6,1.8,1.56,6.25,2.33,0.0,16.67,70,28.57,42.86,57,66.67,100.0,5378,B2,鈴木,結平太  静岡,愛知,22,50.0,1.0,0,0.21
4,7,6,6.99,0.0,52.5kg,5,4.71,24.0,45.33,4.08,15.38,38.46,74,0.0,0.0,53,57.14,85.71,4740,B1,齋藤,達希  静岡,静岡,34,52.5,0.0,0,0.17
4,8,1,6.92,0.0,53.6kg,2,5.66,34.33,56.72,5.0,25.0,50.0,50,28.57,42.86,67,85.71,100.0,4509,A2,平見,真彦  愛知,愛知,37,53.6,0.0,0,0.18
4,8,2,7.07,0.0,51.5kg,1,5.44,33.75,53.75,5.53,34.38,56.25,72,28.57,42.86,47,28.57,42.86,5110,B1,杉山,喜一  静岡,静岡,26,51.5,0.0,0,0.15
4,8,3,7.01,0.0,52.5kg,6,3.94,18.18,28.79,4.0,23.81,38.1,57,0.0,0.0,48,16.67,33.33,4041,B1,小林,基樹  山口,山口,47,52.5,0.0,0,0.21
4,8,4,6.84,-0.5,52.0kg,3,6.71,39.47,57.89,6.71,57.14,57.14,65,0.0,57.14,70,25.0,75.0,3783,A1,瓜生,正義  福岡,福岡,50,52.0,0.0,0,0.15
4,8,5,6.87,0.0,51.5kg,5,2.84,3.75,20.0,2.4,0.0,26.67,28,28.57,57.14,75,71.43,85.71,5394,B1,福西,広太郎  埼玉,静岡,24,51.5,0.0,0,0.18
4,8,6,6.82,0.0,52.8kg,4,3.75,17.86,26.79,3.7,20.0,30.0,69,25.0,75.0,71,57.14,57.14,3787,B1,天野,誠  岡山,岡山,54,52.8,0.0,0,0.20
4,9,1,6.9,0.0,55.6kg,1,5.44,35.79,51.58,5.14,36.36,50.0,66,0.0,14.29,54,0.0,14.29,4572,B1,渡部,悟  大阪,大阪,37,55.6,0.0,0,0.16
4,9,2,6.9,0.0,52.0kg,3,6.84,49.51,73.79,7.32,53.57,67.86,73,42.86,42.86,39,16.67,33.33,3983,A1,須藤,博倫  埼玉,埼玉,48,52.0,0.0,0,0.15
4,9,3,6.84,-0.5,52.0kg,6,6.3,45.22,66.09,5.65,35.29,47.06,18,42.86,71.43,62,62.5,87.5,4172,A2,森定,晃史  岡山,岡山,43,52.0,0.0,0,0.17
4,9,4,6.89,-0.5,54.2kg,4,1.88,0.0,3.57,1.48,0.0,0.0,45,42.86,42.86,63,42.86,42.86,5411,B2,木下,虎之輔  東京,神奈川,20,54.2,0.0,0,0.19
4,9,5,6.93,-0.5,52.0kg,5,5.48,35.06,54.55,5.36,28.43,53.92,35,20.0,20.0,51,55.56,55.56,3505,A2,山田,竜一  東京,東京,55,52.0,0.0,0,0.14
4,9,6,6.9,0.0,52.7kg,2,5.23,31.87,49.45,5.07,26.67,46.67,15,28.57,42.86,11,7.69,15.38,3406,B1,中里,英夫  群馬,栃木,57,52.7,0.0,0,0.19
4,10,1,6.79,-0.5,52.0kg,1,5.58,35.92,49.51,5.13,25.0,25.0,61,42.86,71.43,38,42.86,42.86,4824,A2,松井,洪弥  三重,三重,33,52.0,0.0,0,0.12
4,10,2,6.85,0.0,53.1kg,4,5.84,40.86,60.22,6.31,50.0,61.11,47,33.33,50.0,46,16.67,16.67,4043,A2,桐本,康臣  三重,三重,46,53.1,0.0,0,0.17
4,10,3,6.81,0.0,52.6kg,3,7.59,49.5,66.34,8.65,65.22,82.61,17,16.67,33.33,44,42.86,71.43,4418,A1,茅原,悠紀  岡山,岡山,38,52.6,0.0,0,0.13
4,10,4,6.85,0.0,53.7kg,6,5.08,30.77,50.77,4.63,25.0,43.75,30,38.46,53.85,69,28.57,42.86,3935,B1,岩津,徹郎  岡山,岡山,48,53.7,0.0,0,0.17
4,10,5,6.8,0.0,52.0kg,2,7.03,54.37,72.82,5.39,41.94,58.06,58,28.57,28.57,37,42.86,57.14,4967,A1,中村,魁生  大阪,大阪,27,52.0,0.0,0,0.15
4,10,6,7.01,-0.5,52.1kg,5,4.26,22.22,35.8,4.97,33.33,44.44,31,42.86,57.14,36,0.0,20.0,4491,B1,田中,堅  群馬,群馬,39,52.1,0.0,0,0.20
4,11,1,6.83,-0.5,52.0kg,2,7.25,59.65,73.68,6.65,50.0,69.23,23,57.14,85.71,73,37.5,37.5,4083,A1,福島,勇樹  東京,東京,46,52.0,1.0,0,0.14
